api,operator,year,month,oil_bbl,gas_mcf,water_bbl,days_produced
42423000100102,EOG Resources Inc,2024,2,4100,6482,5495,30
42423000100102,EOG Resources Inc,2024,3,2658,4521,5377,30
42423000100102,EOG Resources Inc,2024,4,1103,1763,171,30
42423000100102,EOG Resources Inc,2024,5,387,514,415,30
42423000100102,EOG Resources Inc,2024,6,114,61,106,30
42423000100102,EOG Resources Inc,2024,7,29,20,59,30
42423000100102,EOG Resources Inc,2024,8,5,2,2,30
42423000100102,EOG Resources Inc,2024,9,1,0,2,30
42423000100102,EOG Resources Inc,2024,10,0,0,0,0
42423000110002,Laredo Petroleum Inc,2024,1,2683,4866,5885,30
42423000110002,Laredo Petroleum Inc,2024,2,2626,3382,595,30
42423000110002,Laredo Petroleum Inc,2024,3,1681,1040,985,30
42423000110002,Laredo Petroleum Inc,2024,4,1200,752,2998,30
42423000110002,Laredo Petroleum Inc,2024,5,712,649,250,30
42423000110002,Laredo Petroleum Inc,2024,6,315,445,447,30
42423000110002,Laredo Petroleum Inc,2024,7,148,253,236,30
42423000110002,Laredo Petroleum Inc,2024,8,51,30,14,30
42423000110002,Laredo Petroleum Inc,2024,9,17,18,3,30
42423000110002,Laredo Petroleum Inc,2024,10,6,3,3,30
42423000120002,Marathon Oil Company,2024,1,4119,3369,7930,30
42423000120002,Marathon Oil Company,2024,2,2855,3500,4970,30
42423000120002,Marathon Oil Company,2024,3,1961,3457,4797,30
42423000120002,Marathon Oil Company,2024,4,937,565,1716,30
42423000120002,Marathon Oil Company,2024,5,363,373,122,30
42423000120002,Marathon Oil Company,2024,6,112,204,87,30
42423000120002,Marathon Oil Company,2024,7,38,68,46,30
42423000120002,Marathon Oil Company,2024,8,10,15,8,30
42423000120002,Marathon Oil Company,2024,9,2,2,4,30
42423000120002,Marathon Oil Company,2024,10,0,0,0,0
42423000130000,SM Energy Company,2024,1,1716,2961,3303,30
42423000130000,SM Energy Company,2024,2,1237,2429,796,30
42423000130000,SM Energy Company,2024,3,736,536,1743,30
42423000130000,SM Energy Company,2024,4,299,214,336,30
42423000130000,SM Energy Company,2024,5,112,182,196,30
42423000130000,SM Energy Company,2024,6,34,24,66,30
42423000130000,SM Energy Company,2024,7,7,10,17,30
42423000130000,SM Energy Company,2024,8,1,0,0,30
42423000130000,SM Energy Company,2024,9,0,0,0,0
42423000130000,SM Energy Company,2024,10,0,0,0,0
42423000140000,Pioneer Natural Resources USA Inc,2024,1,4322,8121,7929,30
42423000140000,Pioneer Natural Resources USA Inc,2024,2,3669,5958,3592,30
42423000140000,Pioneer Natural Resources USA Inc,2024,3,2465,3007,3000,30
42423000140000,Pioneer Natural Resources USA Inc,2024,4,1498,2284,262,30
42423000140000,Pioneer Natural Resources USA Inc,2024,5,736,623,1224,30
42423000140000,Pioneer Natural Resources USA Inc,2024,6,341,637,744,30
42423000140000,Pioneer Natural Resources USA Inc,2024,7,126,113,254,30
42423000140000,Pioneer Natural Resources USA Inc,2024,8,34,26,20,30
42423000140000,Pioneer Natural Resources USA Inc,2024,9,11,14,26,30
42423000140000,Pioneer Natural Resources USA Inc,2024,10,2,1,4,30
42423000150001,Occidental Petroleum Corporation,2024,1,1954,2723,3101,30
42423000150001,Occidental Petroleum Corporation,2024,2,1635,1213,1128,30
42423000150001,Occidental Petroleum Corporation,2024,3,1063,1324,1884,30
42423000150001,Occidental Petroleum Corporation,2024,4,651,514,204,30
42423000150001,Occidental Petroleum Corporation,2024,5,292,178,544,30
42423000150001,Occidental Petroleum Corporation,2024,6,140,186,314,30
42423000150001,Occidental Petroleum Corporation,2024,7,48,38,49,30
42423000150001,Occidental Petroleum Corporation,2024,8,20,10,25,30
42423000150001,Occidental Petroleum Corporation,2024,9,6,3,3,30
42423000150001,Occidental Petroleum Corporation,2024,10,1,1,0,30
42423000160000,Pioneer Natural Resources USA Inc,2024,1,3731,1940,3072,30
42423000160000,Pioneer Natural Resources USA Inc,2024,2,2723,1957,5099,30
42423000160000,Pioneer Natural Resources USA Inc,2024,3,1574,2723,3214,30
42423000160000,Pioneer Natural Resources USA Inc,2024,4,710,462,1458,30
42423000160000,Pioneer Natural Resources USA Inc,2024,5,274,314,591,30
42423000160000,Pioneer Natural Resources USA Inc,2024,6,78,46,35,30
42423000160000,Pioneer Natural Resources USA Inc,2024,7,18,22,41,30
42423000160000,Pioneer Natural Resources USA Inc,2024,8,4,5,4,30
42423000160000,Pioneer Natural Resources USA Inc,2024,9,0,0,0,0
42423000160000,Pioneer Natural Resources USA Inc,2024,10,0,0,0,0
42423000170002,Pioneer Natural Resources USA Inc,2024,1,4234,6439,4697,30
42423000170002,Pioneer Natural Resources USA Inc,2024,2,3689,3017,4712,30
42423000170002,Pioneer Natural Resources USA Inc,2024,3,2161,3669,4299,30
42423000170002,Pioneer Natural Resources USA Inc,2024,4,1034,775,897,30
42423000170002,Pioneer Natural Resources USA Inc,2024,5,440,442,626,30
42423000170002,Pioneer Natural Resources USA Inc,2024,6,154,178,290,30
42423000170002,Pioneer Natural Resources USA Inc,2024,7,48,34,20,30
42423000170002,Pioneer Natural Resources USA Inc,2024,8,13,8,29,30
42423000170002,Pioneer Natural Resources USA Inc,2024,9,3,4,2,30
42423000170002,Pioneer Natural Resources USA Inc,2024,10,0,0,0,0
42423000180102,ConocoPhillips Company,2024,1,0,0,0,0
42423000180102,ConocoPhillips Company,2024,2,0,0,0,0
42423000180102,ConocoPhillips Company,2024,3,0,0,0,0
42423000180102,ConocoPhillips Company,2024,4,0,0,0,0
42423000180102,ConocoPhillips Company,2024,5,0,0,0,0
42423000180102,ConocoPhillips Company,2024,6,0,0,0,0
42423000180102,ConocoPhillips Company,2024,7,0,0,0,0
42423000180102,ConocoPhillips Company,2024,8,0,0,0,0
42423000180102,ConocoPhillips Company,2024,9,0,0,0,0
42423000180102,ConocoPhillips Company,2024,10,0,0,0,0
42423000190001,ConocoPhillips Company,2024,1,3939,4399,5151,30
42423000190001,ConocoPhillips Company,2024,2,2727,3174,4891,30
42423000190001,ConocoPhillips Company,2024,3,1727,3238,923,30
42423000190001,ConocoPhillips Company,2024,4,928,558,453,30
42423000190001,ConocoPhillips Company,2024,5,449,382,403,30
42423000190001,ConocoPhillips Company,2024,6,147,192,256,30
42423000190001,ConocoPhillips Company,2024,7,47,62,115,30
42423000190001,ConocoPhillips Company,2024,8,12,17,6,30
42423000190001,ConocoPhillips Company,2024,9,2,3,4,30
42423000190001,ConocoPhillips Company,2024,10,0,0,0,0
42423000200000,Laredo Petroleum Inc,2024,1,4717,6391,8301,30
42423000200000,Laredo Petroleum Inc,2024,2,3770,4648,5839,30
42423000200000,Laredo Petroleum Inc,2024,3,2789,2638,6257,30
42423000200000,Laredo Petroleum Inc,2024,4,1537,2125,2817,30
42423000200000,Laredo Petroleum Inc,2024,5,938,1381,1461,30
42423000200000,Laredo Petroleum Inc,2024,6,380,506,855,30
42423000200000,Laredo Petroleum Inc,2024,7,159,305,27,30
42423000200000,Laredo Petroleum Inc,2024,8,63,65,84,30
42423000200000,Laredo Petroleum Inc,2024,9,21,32,52,30
42423000200000,Laredo Petroleum Inc,2024,10,5,8,8,30
42423000210101,Centennial Resource Production LLC,2024,1,2730,3194,4179,30
42423000210101,Centennial Resource Production LLC,2024,2,2224,3158,2512,30
42423000210101,Centennial Resource Production LLC,2024,3,1933,1985,3795,30
42423000210101,Centennial Resource Production LLC,2024,4,1227,1402,687,30
42423000210101,Centennial Resource Production LLC,2024,5,734,1352,1373,30
42423000210101,Centennial Resource Production LLC,2024,6,348,467,410,30
42423000210101,Centennial Resource Production LLC,2024,7,143,210,185,30
42423000210101,Centennial Resource Production LLC,2024,8,58,83,75,30
42423000210101,Centennial Resource Production LLC,2024,9,22,26,20,30
42423000210101,Centennial Resource Production LLC,2024,10,7,5,8,30
42423000220002,Diamondback E&P LLC,2024,1,2150,1846,5084,30
42423000220002,Diamondback E&P LLC,2024,2,1504,1204,1890,30
42423000220002,Diamondback E&P LLC,2024,3,1043,747,2010,30
42423000220002,Diamondback E&P LLC,2024,4,486,705,1016,30
42423000220002,Diamondback E&P LLC,2024,5,216,395,481,30
42423000220002,Diamondback E&P LLC,2024,6,73,100,113,30
42423000220002,Diamondback E&P LLC,2024,7,19,28,6,30
42423000220002,Diamondback E&P LLC,2024,8,5,4,1,30
42423000220002,Diamondback E&P LLC,2024,9,1,1,0,30
42423000220002,Diamondback E&P LLC,2024,10,0,0,0,0
42423000230000,SM Energy Company,2024,1,2911,3918,7241,30
42423000230000,SM Energy Company,2024,2,2474,4116,4966,30
42423000230000,SM Energy Company,2024,3,1916,1011,631,30
42423000230000,SM Energy Company,2024,4,1115,1165,604,30
42423000230000,SM Energy Company,2024,5,586,770,436,30
42423000230000,SM Energy Company,2024,6,218,143,53,30
42423000230000,SM Energy Company,2024,7,98,158,15,30
42423000230000,SM Energy Company,2024,8,36,23,42,30
42423000230000,SM Energy Company,2024,9,10,5,23,30
42423000230000,SM Energy Company,2024,10,3,1,3,30
42423000240001,Matador Production Company,2024,1,2453,1793,5326,30
42423000240001,Matador Production Company,2024,2,2065,2895,999,30
42423000240001,Matador Production Company,2024,3,1208,1292,2389,30
42423000240001,Matador Production Company,2024,4,666,923,1631,30
42423000240001,Matador Production Company,2024,5,322,527,36,30
42423000240001,Matador Production Company,2024,6,156,148,374,30
42423000240001,Matador Production Company,2024,7,51,28,95,30
42423000240001,Matador Production Company,2024,8,20,23,14,30
42423000240001,Matador Production Company,2024,9,5,4,11,30
42423000240001,Matador Production Company,2024,10,1,1,1,30
42423000250101,Chevron USA Inc,2024,1,5322,6450,8862,30
42423000250101,Chevron USA Inc,2024,2,3926,4361,9578,30
42423000250101,Chevron USA Inc,2024,3,2969,4907,6119,30
42423000250101,Chevron USA Inc,2024,4,1768,1097,709,30
42423000250101,Chevron USA Inc,2024,5,769,1061,1403,30
42423000250101,Chevron USA Inc,2024,6,318,453,333,30
42423000250101,Chevron USA Inc,2024,7,103,121,214,30
42423000250101,Chevron USA Inc,2024,8,37,52,80,30
42423000250101,Chevron USA Inc,2024,9,8,13,13,30
42423000250101,Chevron USA Inc,2024,10,2,2,4,30
42423000260000,Occidental Petroleum Corporation,2024,1,4696,2554,2381,30
42423000260000,Occidental Petroleum Corporation,2024,2,4477,7239,557,30
42423000260000,Occidental Petroleum Corporation,2024,3,2982,5856,6899,30
42423000260000,Occidental Petroleum Corporation,2024,4,1788,2962,4297,30
42423000260000,Occidental Petroleum Corporation,2024,5,876,745,1338,30
42423000260000,Occidental Petroleum Corporation,2024,6,371,311,202,30
42423000260000,Occidental Petroleum Corporation,2024,7,173,114,392,30
42423000260000,Occidental Petroleum Corporation,2024,8,64,71,141,30
42423000260000,Occidental Petroleum Corporation,2024,9,19,18,30,30
42423000260000,Occidental Petroleum Corporation,2024,10,5,5,3,30
42423000270002,Independence Resources Management LLC,2024,1,1089,676,405,30
42423000270002,Independence Resources Management LLC,2024,2,735,1464,472,30
42423000270002,Independence Resources Management LLC,2024,3,445,529,347,30
42423000270002,Independence Resources Management LLC,2024,4,258,508,448,30
42423000270002,Independence Resources Management LLC,2024,5,91,51,58,30
42423000270002,Independence Resources Management LLC,2024,6,29,38,43,30
42423000270002,Independence Resources Management LLC,2024,7,8,13,16,30
42423000270002,Independence Resources Management LLC,2024,8,2,2,3,30
42423000270002,Independence Resources Management LLC,2024,9,0,0,0,0
42423000270002,Independence Resources Management LLC,2024,10,0,0,0,0
42423000280002,ConocoPhillips Company,2024,1,2295,2412,4375,30
42423000280002,ConocoPhillips Company,2024,2,1720,1178,839,30
42423000280002,ConocoPhillips Company,2024,3,1372,2314,326,30
42423000280002,ConocoPhillips Company,2024,4,700,827,1332,30
42423000280002,ConocoPhillips Company,2024,5,410,534,349,30
42423000280002,ConocoPhillips Company,2024,6,196,343,302,30
42423000280002,ConocoPhillips Company,2024,7,85,65,202,30
42423000280002,ConocoPhillips Company,2024,8,27,20,11,30
42423000280002,ConocoPhillips Company,2024,9,9,13,9,30
42423000280002,ConocoPhillips Company,2024,10,3,1,3,30
42423000290000,EOG Resources Inc,2024,1,2537,2207,2661,30
42423000290000,EOG Resources Inc,2024,2,2036,1333,3638,30
42423000290000,EOG Resources Inc,2024,3,1402,987,1760,30
42423000290000,EOG Resources Inc,2024,4,622,606,1140,30
42423000290000,EOG Resources Inc,2024,5,239,182,565,30
42423000290000,EOG Resources Inc,2024,6,81,85,100,30
42423000290000,EOG Resources Inc,2024,7,23,18,39,30
42423000290000,EOG Resources Inc,2024,8,5,7,8,30
42423000290000,EOG Resources Inc,2024,9,1,1,0,30
42423000290000,EOG Resources Inc,2024,10,0,0,0,0
42423000300002,Laredo Petroleum Inc,2024,1,2593,2310,1293,30
42423000300002,Laredo Petroleum Inc,2024,2,2105,1507,527,30
42423000300002,Laredo Petroleum Inc,2024,3,1088,2083,710,30
42423000300002,Laredo Petroleum Inc,2024,4,593,699,564,30
42423000300002,Laredo Petroleum Inc,2024,5,219,251,71,30
42423000300002,Laredo Petroleum Inc,2024,6,83,77,151,30
42423000300002,Laredo Petroleum Inc,2024,7,23,18,7,30
42423000300002,Laredo Petroleum Inc,2024,8,5,9,1,30
42423000300002,Laredo Petroleum Inc,2024,9,1,0,1,30
42423000300002,Laredo Petroleum Inc,2024,10,0,0,0,0
42423000310000,Diamondback E&P LLC,2024,1,4954,8847,9982,30
42423000310000,Diamondback E&P LLC,2024,2,4221,4887,7517,30
42423000310000,Diamondback E&P LLC,2024,3,2486,3990,4969,30
42423000310000,Diamondback E&P LLC,2024,4,1516,2590,807,30
42423000310000,Diamondback E&P LLC,2024,5,641,330,529,30
42423000310000,Diamondback E&P LLC,2024,6,249,401,313,30
42423000310000,Diamondback E&P LLC,2024,7,103,60,116,30
42423000310000,Diamondback E&P LLC,2024,8,29,52,29,30
42423000310000,Diamondback E&P LLC,2024,9,7,11,4,30
42423000310000,Diamondback E&P LLC,2024,10,2,1,4,30
42423000320001,Diamondback E&P LLC,2024,1,0,0,0,0
42423000320001,Diamondback E&P LLC,2024,2,0,0,0,0
42423000320001,Diamondback E&P LLC,2024,3,0,0,0,0
42423000320001,Diamondback E&P LLC,2024,4,0,0,0,0
42423000320001,Diamondback E&P LLC,2024,5,0,0,0,0
42423000320001,Diamondback E&P LLC,2024,6,0,0,0,0
42423000320001,Diamondback E&P LLC,2024,7,0,0,0,0
42423000320001,Diamondback E&P LLC,2024,8,0,0,0,0
42423000320001,Diamondback E&P LLC,2024,9,0,0,0,0
42423000320001,Diamondback E&P LLC,2024,10,0,0,0,0
42423000330100,Chevron USA Inc,2024,1,2314,2024,2189,30
42423000330100,Chevron USA Inc,2024,2,1766,3282,4134,30
42423000330100,Chevron USA Inc,2024,3,1215,1615,611,30
42423000330100,Chevron USA Inc,2024,4,765,852,897,30
42423000330100,Chevron USA Inc,2024,5,356,580,386,30
42423000330100,Chevron USA Inc,2024,6,163,278,313,30
42423000330100,Chevron USA Inc,2024,7,59,51,97,30
42423000330100,Chevron USA Inc,2024,8,24,16,51,30
42423000330100,Chevron USA Inc,2024,9,6,5,12,30
42423000330100,Chevron USA Inc,2024,10,1,1,2,30
42423000340001,Chevron USA Inc,2024,1,2160,2594,4508,30
42423000340001,Chevron USA Inc,2024,2,1715,1041,4134,30
42423000340001,Chevron USA Inc,2024,3,1195,1480,1353,30
42423000340001,Chevron USA Inc,2024,4,668,587,173,30
42423000340001,Chevron USA Inc,2024,5,371,401,613,30
42423000340001,Chevron USA Inc,2024,6,153,82,278,30
42423000340001,Chevron USA Inc,2024,7,56,98,15,30
42423000340001,Chevron USA Inc,2024,8,21,14,31,30
42423000340001,Chevron USA Inc,2024,9,6,6,5,30
42423000340001,Chevron USA Inc,2024,10,2,1,2,30
42423000350002,Laredo Petroleum Inc,2024,1,2711,3575,2099,30
42423000350002,Laredo Petroleum Inc,2024,2,2541,1847,5885,30
42423000350002,Laredo Petroleum Inc,2024,3,1762,2389,3690,30
42423000350002,Laredo Petroleum Inc,2024,4,1019,623,1261,30
42423000350002,Laredo Petroleum Inc,2024,5,564,785,1234,30
42423000350002,Laredo Petroleum Inc,2024,6,328,426,254,30
42423000350002,Laredo Petroleum Inc,2024,7,140,273,190,30
42423000350002,Laredo Petroleum Inc,2024,8,46,56,5,30
42423000350002,Laredo Petroleum Inc,2024,9,17,28,14,30
42423000350002,Laredo Petroleum Inc,2024,10,4,5,2,30
42423000360102,Callon Petroleum Operating Company,2024,1,2705,5299,875,30
42423000360102,Callon Petroleum Operating Company,2024,2,2203,3064,1804,30
42423000360102,Callon Petroleum Operating Company,2024,3,1412,1283,2565,30
42423000360102,Callon Petroleum Operating Company,2024,4,920,1192,862,30
42423000360102,Callon Petroleum Operating Company,2024,5,420,457,159,30
42423000360102,Callon Petroleum Operating Company,2024,6,164,147,197,30
42423000360102,Callon Petroleum Operating Company,2024,7,49,71,60,30
42423000360102,Callon Petroleum Operating Company,2024,8,16,20,21,30
42423000360102,Callon Petroleum Operating Company,2024,9,4,5,9,30
42423000360102,Callon Petroleum Operating Company,2024,10,0,0,0,0
42423000370001,Laredo Petroleum Inc,2024,1,2939,4443,4665,30
42423000370001,Laredo Petroleum Inc,2024,2,2135,3535,1180,30
42423000370001,Laredo Petroleum Inc,2024,3,1243,1383,2204,30
42423000370001,Laredo Petroleum Inc,2024,4,557,325,1235,30
42423000370001,Laredo Petroleum Inc,2024,5,190,206,274,30
42423000370001,Laredo Petroleum Inc,2024,6,61,86,51,30
42423000370001,Laredo Petroleum Inc,2024,7,13,13,3,30
42423000370001,Laredo Petroleum Inc,2024,8,3,4,1,30
42423000370001,Laredo Petroleum Inc,2024,9,0,0,0,0
42423000370001,Laredo Petroleum Inc,2024,10,0,0,0,0
42423000380102,Apache Corporation,2024,1,5496,5908,9627,30
42423000380102,Apache Corporation,2024,2,3521,3006,2024,30
42423000380102,Apache Corporation,2024,3,2201,3054,4097,30
42423000380102,Apache Corporation,2024,4,1008,1053,253,30
42423000380102,Apache Corporation,2024,5,402,210,984,30
42423000380102,Apache Corporation,2024,6,133,67,203,30
42423000380102,Apache Corporation,2024,7,33,31,42,30
42423000380102,Apache Corporation,2024,8,8,9,12,30
42423000380102,Apache Corporation,2024,9,1,1,1,30
42423000380102,Apache Corporation,2024,10,0,0,0,0
42423000390001,Devon Energy Production Company LP,2024,1,4919,6591,9193,30
42423000390001,Devon Energy Production Company LP,2024,2,3931,4328,2488,30
42423000390001,Devon Energy Production Company LP,2024,3,2035,3121,4873,30
42423000390001,Devon Energy Production Company LP,2024,4,1188,1865,865,30
42423000390001,Devon Energy Production Company LP,2024,5,472,440,564,30
42423000390001,Devon Energy Production Company LP,2024,6,156,204,288,30
42423000390001,Devon Energy Production Company LP,2024,7,55,36,77,30
42423000390001,Devon Energy Production Company LP,2024,8,13,18,27,30
42423000390001,Devon Energy Production Company LP,2024,9,3,3,6,30
42423000390001,Devon Energy Production Company LP,2024,10,0,0,0,0
42423000400102,Parsley Energy Operations LLC,2024,1,5158,8608,931,30
42423000400102,Parsley Energy Operations LLC,2024,2,4831,3004,2212,30
42423000400102,Parsley Energy Operations LLC,2024,3,3506,5164,8129,30
42423000400102,Parsley Energy Operations LLC,2024,4,2182,1835,3239,30
42423000400102,Parsley Energy Operations LLC,2024,5,1130,819,143,30
42423000400102,Parsley Energy Operations LLC,2024,6,557,867,467,30
42423000400102,Parsley Energy Operations LLC,2024,7,272,158,482,30
42423000400102,Parsley Energy Operations LLC,2024,8,107,195,226,30
42423000400102,Parsley Energy Operations LLC,2024,9,42,69,43,30
42423000400102,Parsley Energy Operations LLC,2024,10,14,15,34,30
42423000410000,Callon Petroleum Operating Company,2024,1,2841,1548,5857,30
42423000410000,Callon Petroleum Operating Company,2024,2,1988,2910,3542,30
42423000410000,Callon Petroleum Operating Company,2024,3,1294,965,1831,30
42423000410000,Callon Petroleum Operating Company,2024,4,692,537,373,30
42423000410000,Callon Petroleum Operating Company,2024,5,316,276,350,30
42423000410000,Callon Petroleum Operating Company,2024,6,119,175,272,30
42423000410000,Callon Petroleum Operating Company,2024,7,35,63,27,30
42423000410000,Callon Petroleum Operating Company,2024,8,9,5,14,30
42423000410000,Callon Petroleum Operating Company,2024,9,2,3,2,30
42423000410000,Callon Petroleum Operating Company,2024,10,0,0,0,0
42423000420002,Independence Resources Management LLC,2024,1,3067,4695,5871,30
42423000420002,Independence Resources Management LLC,2024,2,2188,2883,345,30
42423000420002,Independence Resources Management LLC,2024,3,1692,1935,3413,30
42423000420002,Independence Resources Management LLC,2024,4,977,1763,854,30
42423000420002,Independence Resources Management LLC,2024,5,544,295,1156,30
42423000420002,Independence Resources Management LLC,2024,6,250,451,206,30
42423000420002,Independence Resources Management LLC,2024,7,116,90,50,30
42423000420002,Independence Resources Management LLC,2024,8,42,31,74,30
42423000420002,Independence Resources Management LLC,2024,9,14,8,10,30
42423000420002,Independence Resources Management LLC,2024,10,4,6,4,30
42423000430100,Permian Resources Operating LLC,2024,1,1542,1375,3645,30
42423000430100,Permian Resources Operating LLC,2024,2,1311,2212,1960,30
42423000430100,Permian Resources Operating LLC,2024,3,805,1241,1702,30
42423000430100,Permian Resources Operating LLC,2024,4,418,277,716,30
42423000430100,Permian Resources Operating LLC,2024,5,190,315,391,30
42423000430100,Permian Resources Operating LLC,2024,6,86,71,109,30
42423000430100,Permian Resources Operating LLC,2024,7,28,46,13,30
42423000430100,Permian Resources Operating LLC,2024,8,9,17,7,30
42423000430100,Permian Resources Operating LLC,2024,9,2,1,3,30
42423000430100,Permian Resources Operating LLC,2024,10,0,0,0,0
42423000440001,ConocoPhillips Company,2024,1,4492,3045,7721,30
42423000440001,ConocoPhillips Company,2024,2,3082,3038,7391,30
42423000440001,ConocoPhillips Company,2024,3,1828,2045,3197,30
42423000440001,ConocoPhillips Company,2024,4,914,1654,1410,30
