api,operator,year,month,oil_bbl,gas_mcf,water_bbl,days_produced
42423000050000,Independence Resources Management LLC,2023,4,1469,2788,3516,30
42423000050000,Independence Resources Management LLC,2023,5,946,661,2178,30
42423000050000,Independence Resources Management LLC,2023,6,498,898,472,30
42423000050000,Independence Resources Management LLC,2023,7,208,287,325,30
42423000050000,Independence Resources Management LLC,2023,8,99,181,213,30
42423000050000,Independence Resources Management LLC,2023,9,37,43,27,30
42423000050000,Independence Resources Management LLC,2023,10,13,9,9,30
42423000050000,Independence Resources Management LLC,2023,11,4,6,4,30
42423000050000,Independence Resources Management LLC,2023,12,1,1,1,30
42423000060000,Parsley Energy Operations LLC,2023,7,2609,4964,3053,30
42423000060000,Parsley Energy Operations LLC,2023,8,1940,1841,3570,30
42423000060000,Parsley Energy Operations LLC,2023,9,1265,1283,712,30
42423000060000,Parsley Energy Operations LLC,2023,10,707,387,1121,30
42423000060000,Parsley Energy Operations LLC,2023,11,361,222,849,30
42423000060000,Parsley Energy Operations LLC,2023,12,153,282,343,30
42423000070002,Devon Energy Production Company LP,2023,1,2017,3646,2396,30
42423000070002,Devon Energy Production Company LP,2023,2,1720,1833,3347,30
42423000070002,Devon Energy Production Company LP,2023,3,847,1623,1921,30
42423000070002,Devon Energy Production Company LP,2023,4,431,500,309,30
42423000070002,Devon Energy Production Company LP,2023,5,170,110,130,30
42423000070002,Devon Energy Production Company LP,2023,6,51,31,51,30
42423000070002,Devon Energy Production Company LP,2023,7,15,17,37,30
42423000070002,Devon Energy Production Company LP,2023,8,3,3,7,30
42423000070002,Devon Energy Production Company LP,2023,9,0,0,0,0
42423000070002,Devon Energy Production Company LP,2023,10,0,0,0,0
42423000070002,Devon Energy Production Company LP,2023,11,0,0,0,0
42423000070002,Devon Energy Production Company LP,2023,12,0,0,0,0
42423000080002,Pioneer Natural Resources USA Inc,2023,1,2198,4090,2279,30
42423000080002,Pioneer Natural Resources USA Inc,2023,2,1946,1576,3464,30
42423000080002,Pioneer Natural Resources USA Inc,2023,3,1343,1747,1986,30
42423000080002,Pioneer Natural Resources USA Inc,2023,4,730,1135,1312,30
42423000080002,Pioneer Natural Resources USA Inc,2023,5,387,582,482,30
42423000080002,Pioneer Natural Resources USA Inc,2023,6,200,265,425,30
42423000080002,Pioneer Natural Resources USA Inc,2023,7,77,49,107,30
42423000080002,Pioneer Natural Resources USA Inc,2023,8,29,14,29,30
42423000080002,Pioneer Natural Resources USA Inc,2023,9,10,19,20,30
42423000080002,Pioneer Natural Resources USA Inc,2023,10,2,2,0,30
42423000080002,Pioneer Natural Resources USA Inc,2023,11,0,0,0,0
42423000080002,Pioneer Natural Resources USA Inc,2023,12,0,0,0,0
42423000090102,Chevron USA Inc,2023,6,3184,2741,4555,30
42423000090102,Chevron USA Inc,2023,7,2826,3634,4763,30
42423000090102,Chevron USA Inc,2023,8,2068,2299,3660,30
42423000090102,Chevron USA Inc,2023,9,998,716,1610,30
42423000090102,Chevron USA Inc,2023,10,540,666,684,30
42423000090102,Chevron USA Inc,2023,11,252,452,290,30
42423000090102,Chevron USA Inc,2023,12,96,85,41,30
42423000100102,EOG Resources Inc,2023,4,3558,4237,7082,30
42423000100102,EOG Resources Inc,2023,5,3315,1945,3557,30
42423000100102,EOG Resources Inc,2023,6,2406,2244,4901,30
42423000100102,EOG Resources Inc,2023,7,1529,2853,2072,30
42423000100102,EOG Resources Inc,2023,8,963,1818,2107,30
42423000100102,EOG Resources Inc,2023,9,478,763,218,30
42423000100102,EOG Resources Inc,2023,10,224,377,147,30
42423000100102,EOG Resources Inc,2023,11,75,48,14,30
42423000100102,EOG Resources Inc,2023,12,29,22,36,30
42423000110002,Laredo Petroleum Inc,2023,1,1436,2527,903,30
42423000110002,Laredo Petroleum Inc,2023,2,1011,925,1135,30
42423000110002,Laredo Petroleum Inc,2023,3,648,1224,690,30
42423000110002,Laredo Petroleum Inc,2023,4,327,244,798,30
42423000110002,Laredo Petroleum Inc,2023,5,147,246,207,30
42423000110002,Laredo Petroleum Inc,2023,6,58,67,122,30
42423000110002,Laredo Petroleum Inc,2023,7,16,14,30,30
42423000110002,Laredo Petroleum Inc,2023,8,3,5,1,30
42423000110002,Laredo Petroleum Inc,2023,9,0,0,0,0
42423000110002,Laredo Petroleum Inc,2023,10,0,0,0,0
42423000110002,Laredo Petroleum Inc,2023,11,0,0,0,0
42423000110002,Laredo Petroleum Inc,2023,12,0,0,0,0
42423000120002,Marathon Oil Company,2023,1,3286,4843,5788,30
42423000120002,Marathon Oil Company,2023,2,2288,2109,1014,30
42423000120002,Marathon Oil Company,2023,3,1293,1362,1752,30
42423000120002,Marathon Oil Company,2023,4,467,627,314,30
42423000120002,Marathon Oil Company,2023,5,172,147,269,30
42423000120002,Marathon Oil Company,2023,6,41,23,62,30
42423000120002,Marathon Oil Company,2023,7,9,17,11,30
42423000120002,Marathon Oil Company,2023,8,1,0,1,30
42423000120002,Marathon Oil Company,2023,9,0,0,0,0
42423000120002,Marathon Oil Company,2023,10,0,0,0,0
42423000120002,Marathon Oil Company,2023,11,0,0,0,0
42423000120002,Marathon Oil Company,2023,12,0,0,0,0
42423000130000,SM Energy Company,2023,1,3082,3837,2416,30
42423000130000,SM Energy Company,2023,2,2366,3288,1664,30
42423000130000,SM Energy Company,2023,3,1251,2205,2542,30
42423000130000,SM Energy Company,2023,4,557,795,113,30
42423000130000,SM Energy Company,2023,5,213,129,494,30
42423000130000,SM Energy Company,2023,6,67,57,32,30
42423000130000,SM Energy Company,2023,7,20,11,25,30
42423000130000,SM Energy Company,2023,8,4,2,1,30
42423000130000,SM Energy Company,2023,9,0,0,0,0
42423000130000,SM Energy Company,2023,10,0,0,0,0
42423000130000,SM Energy Company,2023,11,0,0,0,0
42423000130000,SM Energy Company,2023,12,0,0,0,0
42423000140000,Pioneer Natural Resources USA Inc,2023,9,4026,5894,6055,30
42423000140000,Pioneer Natural Resources USA Inc,2023,10,3086,1885,6903,30
42423000140000,Pioneer Natural Resources USA Inc,2023,11,1610,1281,996,30
42423000140000,Pioneer Natural Resources USA Inc,2023,12,703,1228,837,30
42423000150001,Occidental Petroleum Corporation,2023,1,4287,3519,8552,30
42423000150001,Occidental Petroleum Corporation,2023,2,3394,6129,8100,30
42423000150001,Occidental Petroleum Corporation,2023,3,2275,1929,3384,30
42423000150001,Occidental Petroleum Corporation,2023,4,1173,1914,2524,30
42423000150001,Occidental Petroleum Corporation,2023,5,608,411,661,30
42423000150001,Occidental Petroleum Corporation,2023,6,226,354,287,30
42423000150001,Occidental Petroleum Corporation,2023,7,74,69,112,30
42423000150001,Occidental Petroleum Corporation,2023,8,23,33,17,30
42423000150001,Occidental Petroleum Corporation,2023,9,6,11,6,30
42423000150001,Occidental Petroleum Corporation,2023,10,1,1,0,30
42423000150001,Occidental Petroleum Corporation,2023,11,0,0,0,0
42423000150001,Occidental Petroleum Corporation,2023,12,0,0,0,0
42423000160000,Pioneer Natural Resources USA Inc,2023,1,1017,962,425,30
42423000160000,Pioneer Natural Resources USA Inc,2023,2,785,867,528,30
42423000160000,Pioneer Natural Resources USA Inc,2023,3,519,355,71,30
42423000160000,Pioneer Natural Resources USA Inc,2023,4,295,551,245,30
42423000160000,Pioneer Natural Resources USA Inc,2023,5,159,308,191,30
42423000160000,Pioneer Natural Resources USA Inc,2023,6,68,113,128,30
42423000160000,Pioneer Natural Resources USA Inc,2023,7,23,12,56,30
42423000160000,Pioneer Natural Resources USA Inc,2023,8,9,13,17,30
42423000160000,Pioneer Natural Resources USA Inc,2023,9,2,3,2,30
42423000160000,Pioneer Natural Resources USA Inc,2023,10,0,0,0,0
42423000160000,Pioneer Natural Resources USA Inc,2023,11,0,0,0,0
42423000160000,Pioneer Natural Resources USA Inc,2023,12,0,0,0,0
42423000170002,Pioneer Natural Resources USA Inc,2023,2,4921,2977,1802,30
42423000170002,Pioneer Natural Resources USA Inc,2023,3,3822,4769,4650,30
42423000170002,Pioneer Natural Resources USA Inc,2023,4,2443,1424,2387,30
42423000170002,Pioneer Natural Resources USA Inc,2023,5,1220,1046,2019,30
42423000170002,Pioneer Natural Resources USA Inc,2023,6,617,1198,160,30
42423000170002,Pioneer Natural Resources USA Inc,2023,7,242,472,473,30
42423000170002,Pioneer Natural Resources USA Inc,2023,8,79,61,193,30
42423000170002,Pioneer Natural Resources USA Inc,2023,9,27,26,37,30
42423000170002,Pioneer Natural Resources USA Inc,2023,10,7,12,8,30
42423000170002,Pioneer Natural Resources USA Inc,2023,11,1,1,2,30
42423000170002,Pioneer Natural Resources USA Inc,2023,12,0,0,0,0
42423000180102,ConocoPhillips Company,2023,1,0,0,0,0
42423000180102,ConocoPhillips Company,2023,2,0,0,0,0
42423000180102,ConocoPhillips Company,2023,3,0,0,0,0
42423000180102,ConocoPhillips Company,2023,4,0,0,0,0
42423000180102,ConocoPhillips Company,2023,5,0,0,0,0
42423000180102,ConocoPhillips Company,2023,6,0,0,0,0
42423000180102,ConocoPhillips Company,2023,7,0,0,0,0
42423000180102,ConocoPhillips Company,2023,8,0,0,0,0
42423000180102,ConocoPhillips Company,2023,9,0,0,0,0
42423000180102,ConocoPhillips Company,2023,10,0,0,0,0
42423000180102,ConocoPhillips Company,2023,11,0,0,0,0
42423000180102,ConocoPhillips Company,2023,12,0,0,0,0
42423000190001,ConocoPhillips Company,2023,1,4247,6892,4963,30
42423000190001,ConocoPhillips Company,2023,2,3293,3694,4812,30
42423000190001,ConocoPhillips Company,2023,3,2630,2964,1347,30
42423000190001,ConocoPhillips Company,2023,4,1334,1376,859,30
42423000190001,ConocoPhillips Company,2023,5,763,962,1853,30
42423000190001,ConocoPhillips Company,2023,6,312,185,142,30
42423000190001,ConocoPhillips Company,2023,7,114,123,136,30
42423000190001,ConocoPhillips Company,2023,8,38,31,60,30
42423000190001,ConocoPhillips Company,2023,9,12,9,21,30
42423000190001,ConocoPhillips Company,2023,10,3,3,1,30
42423000190001,ConocoPhillips Company,2023,11,0,0,0,0
42423000190001,ConocoPhillips Company,2023,12,0,0,0,0
42423000200000,Laredo Petroleum Inc,2023,5,3061,4340,4272,30
42423000200000,Laredo Petroleum Inc,2023,6,2514,2091,3471,30
42423000200000,Laredo Petroleum Inc,2023,7,1799,1345,4153,30
42423000200000,Laredo Petroleum Inc,2023,8,1104,1466,2577,30
42423000200000,Laredo Petroleum Inc,2023,9,687,547,1631,30
42423000200000,Laredo Petroleum Inc,2023,10,343,396,162,30
42423000200000,Laredo Petroleum Inc,2023,11,166,268,405,30
42423000200000,Laredo Petroleum Inc,2023,12,58,68,95,30
42423000210101,Centennial Resource Production LLC,2023,11,5030,4029,10155,30
42423000210101,Centennial Resource Production LLC,2023,12,3721,7412,8470,30
42423000220002,Diamondback E&P LLC,2023,5,5641,9843,9246,30
42423000220002,Diamondback E&P LLC,2023,6,5236,8869,7138,30
42423000220002,Diamondback E&P LLC,2023,7,3157,3374,1798,30
42423000220002,Diamondback E&P LLC,2023,8,1768,1186,2461,30
42423000220002,Diamondback E&P LLC,2023,9,979,1382,1688,30
42423000220002,Diamondback E&P LLC,2023,10,383,259,935,30
42423000220002,Diamondback E&P LLC,2023,11,146,190,82,30
42423000220002,Diamondback E&P LLC,2023,12,47,54,72,30
42423000230000,SM Energy Company,2023,2,5061,6837,10267,30
42423000230000,SM Energy Company,2023,3,4260,4647,2100,30
42423000230000,SM Energy Company,2023,4,2155,4288,5234,30
42423000230000,SM Energy Company,2023,5,943,1290,1743,30
42423000230000,SM Energy Company,2023,6,326,439,141,30
42423000230000,SM Energy Company,2023,7,95,161,145,30
42423000230000,SM Energy Company,2023,8,26,20,15,30
42423000230000,SM Energy Company,2023,9,5,7,12,30
42423000230000,SM Energy Company,2023,10,0,0,0,0
42423000230000,SM Energy Company,2023,11,0,0,0,0
42423000230000,SM Energy Company,2023,12,0,0,0,0
42423000240001,Matador Production Company,2023,11,1812,3013,3465,30
42423000240001,Matador Production Company,2023,12,1661,1295,960,30
42423000250101,Chevron USA Inc,2023,1,4483,4881,4936,30
42423000250101,Chevron USA Inc,2023,2,3910,5892,8900,30
42423000250101,Chevron USA Inc,2023,3,2668,4855,1833,30
42423000250101,Chevron USA Inc,2023,4,1670,1242,3231,30
42423000250101,Chevron USA Inc,2023,5,783,1181,1946,30
42423000250101,Chevron USA Inc,2023,6,403,256,619,30
42423000250101,Chevron USA Inc,2023,7,145,179,216,30
42423000250101,Chevron USA Inc,2023,8,55,91,63,30
42423000250101,Chevron USA Inc,2023,9,19,19,30,30
42423000250101,Chevron USA Inc,2023,10,5,7,12,30
42423000250101,Chevron USA Inc,2023,11,1,0,0,30
42423000250101,Chevron USA Inc,2023,12,0,0,0,0
42423000260000,Occidental Petroleum Corporation,2023,7,4220,5186,915,30
42423000260000,Occidental Petroleum Corporation,2023,8,3052,3348,4184,30
42423000260000,Occidental Petroleum Corporation,2023,9,2191,1439,2921,30
42423000260000,Occidental Petroleum Corporation,2023,10,1376,2457,742,30
42423000260000,Occidental Petroleum Corporation,2023,11,755,523,1160,30
42423000260000,Occidental Petroleum Corporation,2023,12,387,325,543,30
42423000270002,Independence Resources Management LLC,2023,1,3046,2485,3984,30
42423000270002,Independence Resources Management LLC,2023,2,2269,2008,4556,30
42423000270002,Independence Resources Management LLC,2023,3,1153,1895,1812,30
42423000270002,Independence Resources Management LLC,2023,4,579,912,1233,30
42423000270002,Independence Resources Management LLC,2023,5,223,436,317,30
42423000270002,Independence Resources Management LLC,2023,6,57,41,62,30
42423000270002,Independence Resources Management LLC,2023,7,16,10,6,30
42423000270002,Independence Resources Management LLC,2023,8,3,2,6,30
42423000270002,Independence Resources Management LLC,2023,9,0,0,0,0
42423000270002,Independence Resources Management LLC,2023,10,0,0,0,0
42423000270002,Independence Resources Management LLC,2023,11,0,0,0,0
42423000270002,Independence Resources Management LLC,2023,12,0,0,0,0
42423000280002,ConocoPhillips Company,2023,6,3840,5260,6750,30
42423000280002,ConocoPhillips Company,2023,7,3234,2354,926,30
42423000280002,ConocoPhillips Company,2023,8,2610,3891,5004,30
42423000280002,ConocoPhillips Company,2023,9,1629,956,930,30
42423000280002,ConocoPhillips Company,2023,10,829,470,1660,30
42423000280002,ConocoPhillips Company,2023,11,396,614,603,30
42423000280002,ConocoPhillips Company,2023,12,201,293,77,30
42423000290000,EOG Resources Inc,2023,1,2656,4050,5242,30
42423000290000,EOG Resources Inc,2023,2,2288,4015,1556,30
42423000290000,EOG Resources Inc,2023,3,1865,3108,492,30
42423000290000,EOG Resources Inc,2023,4,1192,2007,2302,30
42423000290000,EOG Resources Inc,2023,5,616,975,382,30
42423000290000,EOG Resources Inc,2023,6,333,297,803,30
42423000290000,EOG Resources Inc,2023,7,126,107,285,30
42423000290000,EOG Resources Inc,2023,8,49,78,5,30
42423000290000,EOG Resources Inc,2023,9,19,37,6,30
42423000290000,EOG Resources Inc,2023,10,5,4,11,30
42423000290000,EOG Resources Inc,2023,11,1,1,1,30
42423000290000,EOG Resources Inc,2023,12,0,0,0,0
42423000300002,Laredo Petroleum Inc,2023,7,6759,9827,2465,30
42423000300002,Laredo Petroleum Inc,2023,8,4686,3645,6044,30
42423000300002,Laredo Petroleum Inc,2023,9,2960,3667,5302,30
42423000300002,Laredo Petroleum Inc,2023,10,1488,2441,2727,30
42423000300002,Laredo Petroleum Inc,2023,11,694,463,615,30
42423000300002,Laredo Petroleum Inc,2023,12,238,175,243,30
42423000310000,Diamondback E&P LLC,2023,2,6171,9293,10571,30
42423000310000,Diamondback E&P LLC,2023,3,4938,6473,5685,30
42423000310000,Diamondback E&P LLC,2023,4,2984,5514,5143,30
42423000310000,Diamondback E&P LLC,2023,5,1783,1326,791,30
42423000310000,Diamondback E&P LLC,2023,6,714,942,1262,30
42423000310000,Diamondback E&P LLC,2023,7,277,196,520,30
42423000310000,Diamondback E&P LLC,2023,8,114,96,29,30
42423000310000,Diamondback E&P LLC,2023,9,33,29,30,30
42423000310000,Diamondback E&P LLC,2023,10,9,15,19,30
42423000310000,Diamondback E&P LLC,2023,11,2,2,0,30
42423000310000,Diamondback E&P LLC,2023,12,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,2,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,3,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,4,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,5,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,6,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,7,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,8,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,9,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,10,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,11,0,0,0,0
42423000320001,Diamondback E&P LLC,2023,12,0,0,0,0
42423000330100,Chevron USA Inc,2023,1,2930,2525,4207,30
42423000330100,Chevron USA Inc,2023,2,2532,2835,5629,30
42423000330100,Chevron USA Inc,2023,3,1651,1380,2112,30
42423000330100,Chevron USA Inc,2023,4,864,669,734,30
42423000330100,Chevron USA Inc,2023,5,506,655,642,30
42423000330100,Chevron USA Inc,2023,6,231,167,338,30
42423000330100,Chevron USA Inc,2023,7,87,130,146,30
42423000330100,Chevron USA Inc,2023,8,25,47,34,30
42423000330100,Chevron USA Inc,2023,9,8,11,9,30
42423000330100,Chevron USA Inc,2023,10,2,1,2,30
42423000330100,Chevron USA Inc,2023,11,0,0,0,0
42423000330100,Chevron USA Inc,2023,12,0,0,0,0
42423000340001,Chevron USA Inc,2023,2,5131,3155,8655,30
42423000340001,Chevron USA Inc,2023,3,3494,3518,2316,30
42423000340001,Chevron USA Inc,2023,4,2113,2406,3216,30
42423000340001,Chevron USA Inc,2023,5,1040,1985,267,30
42423000340001,Chevron USA Inc,2023,6,359,403,134,30
42423000340001,Chevron USA Inc,2023,7,108,91,15,30
42423000340001,Chevron USA Inc,2023,8,25,29,4,30
42423000340001,Chevron USA Inc,2023,9,4,7,8,30
42423000340001,Chevron USA Inc,2023,10,0,0,0,0
42423000340001,Chevron USA Inc,2023,11,0,0,0,0
42423000340001,Chevron USA Inc,2023,12,0,0,0,0
42423000350002,Laredo Petroleum Inc,2023,3,1867,2598,1090,30
42423000350002,Laredo Petroleum Inc,2023,4,1418,2553,3025,30
42423000350002,Laredo Petroleum Inc,2023,5,676,442,1431,30
42423000350002,Laredo Petroleum Inc,2023,6,328,523,201,30
42423000350002,Laredo Petroleum Inc,2023,7,106,110,22,30
42423000350002,Laredo Petroleum Inc,2023,8,31,51,33,30
42423000350002,Laredo Petroleum Inc,2023,9,7,6,11,30
42423000350002,Laredo Petroleum Inc,2023,10,1,0,1,30
42423000350002,Laredo Petroleum Inc,2023,11,0,0,0,0
42423000350002,Laredo Petroleum Inc,2023,12,0,0,0,0
42423000360102,Callon Petroleum Operating Company,2023,1,5665,10990,7585,30
42423000360102,Callon Petroleum Operating Company,2023,2,4211,3714,6250,30
42423000360102,Callon Petroleum Operating Company,2023,3,3051,2855,5143,30
42423000360102,Callon Petroleum Operating Company,2023,4,1568,2284,1165,30
42423000360102,Callon Petroleum Operating Company,2023,5,759,1370,1046,30
42423000360102,Callon Petroleum Operating Company,2023,6,292,513,626,30
42423000360102,Callon Petroleum Operating Company,2023,7,110,152,257,30
42423000360102,Callon Petroleum Operating Company,2023,8,37,73,59,30
42423000360102,Callon Petroleum Operating Company,2023,9,10,15,5,30
42423000360102,Callon Petroleum Operating Company,2023,10,2,2,0,30
42423000360102,Callon Petroleum Operating Company,2023,11,0,0,0,0
42423000360102,Callon Petroleum Operating Company,2023,12,0,0,0,0
42423000370001,Laredo Petroleum Inc,2023,11,4632,5034,7645,30
42423000370001,Laredo Petroleum Inc,2023,12,3935,4033,6880,30
42423000380102,Apache Corporation,2023,11,3472,5034,4391,30
42423000380102,Apache Corporation,2023,12,3124,4351,3476,30
42423000390001,Devon Energy Production Company LP,2023,9,2099,1230,5065,30
42423000390001,Devon Energy Production Company LP,2023,10,1576,2356,3116,30
42423000390001,Devon Energy Production Company LP,2023,11,1162,712,2513,30
42423000390001,Devon Energy Production Company LP,2023,12,700,469,597,30
42423000400102,Parsley Energy Operations LLC,2023,11,4391,3003,4621,30
42423000400102,Parsley Energy Operations LLC,2023,12,3450,6841,7322,30
42423000410000,Callon Petroleum Operating Company,2023,1,2337,2297,5480,30
42423000410000,Callon Petroleum Operating Company,2023,2,2110,1996,941,30
42423000410000,Callon Petroleum Operating Company,2023,3,1589,1363,975,30
42423000410000,Callon Petroleum Operating Company,2023,4,1024,1087,1182,30
42423000410000,Callon Petroleum Operating Company,2023,5,515,525,1118,30
42423000410000,Callon Petroleum Operating Company,2023,6,301,184,384,30
42423000410000,Callon Petroleum Operating Company,2023,7,123,155,218,30
42423000410000,Callon Petroleum Operating Company,2023,8,51,37,43,30
42423000410000,Callon Petroleum Operating Company,2023,9,23,31,28,30
42423000410000,Callon Petroleum Operating Company,2023,10,7,7,16,30
42423000410000,Callon Petroleum Operating Company,2023,11,2,1,1,30
42423000410000,Callon Petroleum Operating Company,2023,12,0,0,0,0
42423000420002,Independence Resources Management LLC,2023,1,3455,3399,7457,30
42423000420002,Independence Resources Management LLC,2023,2,2881,3730,342,30
42423000420002,Independence Resources Management LLC,2023,3,2288,2983,5321,30
42423000420002,Independence Resources Management LLC,2023,4,1451,1484,1192,30
42423000420002,Independence Resources Management LLC,2023,5,875,859,712,30
42423000420002,Independence Resources Management LLC,2023,6,416,344,956,30
42423000420002,Independence Resources Management LLC,2023,7,212,380,182,30
42423000420002,Independence Resources Management LLC,2023,8,88,160,94,30
42423000420002,Independence Resources Management LLC,2023,9,39,22,29,30
42423000420002,Independence Resources Management LLC,2023,10,12,7,24,30
42423000420002,Independence Resources Management LLC,2023,11,4,6,4,30
42423000420002,Independence Resources Management LLC,2023,12,1,1,2,30
42423000430100,Permian Resources Operating LLC,2023,1,4519,8188,1927,30
42423000430100,Permian Resources Operating LLC,2023,2,3380,4461,1961,30
42423000430100,Permian Resources Operating LLC,2023,3,1993,2242,1699,30
42423000430100,Permian Resources Operating LLC,2023,4,974,650,356,30
42423000430100,Permian Resources Operating LLC,2023,5,436,440,583,30
42423000430100,Permian Resources Operating LLC,2023,6,166,303,320,30
42423000430100,Permian Resources Operating LLC,2023,7,52,89,90,30
42423000430100,Permian Resources Operating LLC,2023,8,13,15,15,30
42423000430100,Permian Resources Operating LLC,2023,9,3,2,2,30
42423000430100,Permian Resources Operating LLC,2023,10,0,0,0,0
42423000430100,Permian Resources Operating LLC,2023,11,0,0,0,0
42423000430100,Permian Resources Operating LLC,2023,12,0,0,0,0
42423000440001,ConocoPhillips Company,2023,1,4563,6287,7031,30
42423000440001,ConocoPhillips Company,2023,2,3364,2708,1055,30
42423000440001,ConocoPhillips Company,2023,3,2796,3503,1421,30
42423000440001,ConocoPhillips Company,2023,4,1748,2903,667,30
42423000440001,ConocoPhillips Company,2023,5,921,1815,1254,30
42423000440001,ConocoPhillips Company,2023,6,454,648,946,30
42423000440001,ConocoPhillips Company,2023,7,214,323,82,30
42423000440001,ConocoPhillips Company,2023,8,87,170,51,30
42423000440001,ConocoPhillips Company,2023,9,27,28,21,30
42423000440001,ConocoPhillips Company,2023,10,10,15,10,30
42423000440001,ConocoPhillips Company,2023,11,2,2,4,30
42423000440001,ConocoPhillips Company,2023,12,0,0,0,0
42423000450102,Cimarex Energy Company,2023,1,3926,5158,6864,30
42423000450102,Cimarex Energy Company,2023,2,2540,4978,2591,30
42423000450102,Cimarex Energy Company,2023,3,1805,2465,3369,30
42423000450102,Cimarex Energy Company,2023,4,729,746,200,30
42423000450102,Cimarex Energy Company,2023,5,288,472,69,30
42423000450102,Cimarex Energy Company,2023,6,86,101,200,30
42423000450102,Cimarex Energy Company,2023,7,24,35,54,30
42423000450102,Cimarex Energy Company,2023,8,5,8,11,30
42423000450102,Cimarex Energy Company,2023,9,0,0,0,0
42423000450102,Cimarex Energy Company,2023,10,0,0,0,0
42423000450102,Cimarex Energy Company,2023,11,0,0,0,0
42423000450102,Cimarex Energy Company,2023,12,0,0,0,0
42423000460000,Marathon Oil Company,2023,12,3762,3186,4924,30
42423000470000,Concho Resources Inc,2023,12,5147,4066,3731,30
42423000480001,Matador Production Company,2023,1,3443,2785,4935,30
42423000480001,Matador Production Company,2023,2,2915,5381,4745,30
42423000480001,Matador Production Company,2023,3,2265,3173,515,30
42423000480001,Matador Production Company,2023,4,1327,1066,306,30
42423000480001,Matador Production Company,2023,5,886,775,164,30
42423000480001,Matador Production Company,2023,6,450,464,221,30
42423000480001,Matador Production Company,2023,7,225,327,258,30
42423000480001,Matador Production Company,2023,8,90,136,17,30
42423000480001,Matador Production Company,2023,9,37,45,91,30
42423000480001,Matador Production Company,2023,10,15,24,18,30
42423000480001,Matador Production Company,2023,11,4,6,1,30
42423000480001,Matador Production Company,2023,12,1,1,2,30
42423000490001,Permian Resources Operating LLC,2023,8,3090,2886,4636,30
42423000490001,Permian Resources Operating LLC,2023,9,2465,1252,3358,30
42423000490001,Permian Resources Operating LLC,2023,10,1672,2788,891,30
42423000490001,Permian Resources Operating LLC,2023,11,891,585,615,30
42423000490001,Permian Resources Operating LLC,2023,12,432,656,745,30
